DEPARTMENT,PROVINCE,DISTRICT,UBIGEO,GID_3,NAME_3,Poverty
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,150501,PER.16.3.14_1,San Vicente de Cañete,11.10000038
LIMA,CAÑETE,SANTA CRUZ DE FLORES,150515,PER.16.3.15_1,Santa Cruz de Flores,3.299999952
LIMA,CAÑETE,ZUÑIGA,150516,PER.16.3.16_1,Zuñiga,13.10000038
LIMA,CANTA,ARAHUAY,150402,PER.16.4.1_1,Arahuay,20.89999962
LIMA,CANTA,CANTA,150401,PER.16.4.2_1,Canta,10.5
LIMA,CANTA,HUAMANTANGA,150403,PER.16.4.3_1,Huamantanga,16.5
LIMA,CANTA,HUAROS,150404,PER.16.4.4_1,Huaros,23.10000038
LIMA,CANTA,LACHAQUI,150405,PER.16.4.5_1,Lachaqui,20.89999962
LIMA,CANTA,SAN BUENAVENTURA,150406,PER.16.4.6_1,San Buenaventura,23.10000038
LIMA,CANTA,SANTA ROSA DE QUIVES,150407,PER.16.4.7_1,Santa Rosa de Quives,10.80000019
LIMA,HUARAL,ATAVILLOS ALTO,150602,PER.16.5.1_1,Atavillos Alto,18.89999962
LIMA,HUARAL,ATAVILLOS BAJO,150603,PER.16.5.2_1,Atavillos Bajo,10.19999981
LIMA,HUARAL,AUCALLAMA,150604,PER.16.5.3_1,Aucallama,11.19999981
LIMA,HUARAL,CHANCAY,150605,PER.16.5.4_1,Chancay,15.39999962
LIMA,HUARAL,HUARAL,150601,PER.16.5.5_1,Huaral,10.19999981
LIMA,HUARAL,IHUARI,150606,PER.16.5.6_1,Ihuari,25.39999962
LIMA,HUARAL,LAMPIAN,150607,PER.16.5.7_1,Lampian,10.19999981
LIMA,HUARAL,PACARAOS,150608,PER.16.5.8_1,Pacaraos,22.20000076
LIMA,HUARAL,SAN MIGUEL DE ACOS,150609,PER.16.5.9_1,San Miguel de Acos,14.60000038
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,150610,PER.16.5.10_1,Santa Cruz de Andamarca,18.89999962
LIMA,HUARAL,SUMBILCA,150611,PER.16.5.11_1,Sumbilca,18.89999962
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,150612,PER.16.5.12_1,Veintisiete de Noviembre,14.60000038
LIMA,HUAROCHIRI,ANTIOQUIA,150702,PER.16.6.1_1,Antioquia,9.600000381
LIMA,HUAROCHIRI,CALLAHUANCA,150703,PER.16.6.2_1,Callahuanca,10.60000038
LIMA,HUAROCHIRI,CARAMPOMA,150704,PER.16.6.3_1,Carampoma,14.39999962
LIMA,HUAROCHIRI,CHICLA,150705,PER.16.6.4_1,Chicla,24.60000038
LIMA,HUAROCHIRI,CUENCA,150706,PER.16.6.5_1,Cuenca,30.10000038
LIMA,HUAROCHIRI,HUACHUPAMPA,150707,PER.16.6.6_1,Huachupampa,14.39999962
LIMA,HUAROCHIRI,HUANZA,150708,PER.16.6.7_1,Huanza,18.89999962
LIMA,HUAROCHIRI,HUAROCHIRI,150709,PER.16.6.8_1,Huarochiri,18.89999962
LIMA,HUAROCHIRI,LAHUAYTAMBO,150710,PER.16.6.9_1,Lahuaytambo,22.89999962
LIMA,HUAROCHIRI,LANGA,150711,PER.16.6.10_1,Langa,30.10000038
LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,150712,PER.16.6.11_1,Laraos,18.89999962
LIMA,HUAROCHIRI,MARIATANA,150713,PER.16.6.12_1,Mariatana,18.89999962
LIMA,HUAROCHIRI,MATUCANA,150701,PER.16.6.13_1,Matucana,30.10000038
LIMA,HUAROCHIRI,RICARDO PALMA,150714,PER.16.6.14_1,Ricardo Palma,19
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,150715,PER.16.6.15_1,San Andres de Tupicocha,5.400000095
LIMA,HUAROCHIRI,SAN ANTONIO,150716,PER.16.6.16_1,San Antonio,38.90000153
LIMA,HUAROCHIRI,SAN BARTOLOME,150717,PER.16.6.17_1,San Bartolome,18.89999962
LIMA,HUAROCHIRI,SAN DAMIAN,150718,PER.16.6.18_1,San Damian,10.60000038
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,150719,PER.16.6.19_1,San Juan de Iris,27.70000076
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,150720,PER.16.6.20_1,San Juan de Tantaranche,22.89999962
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,150721,PER.16.6.21_1,San Lorenzo de Quinti,30.10000038
LIMA,HUAROCHIRI,SAN MATEO,150722,PER.16.6.22_1,San Mateo,18.89999962
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,150723,PER.16.6.23_1,San Mateo de Otao,12.30000019
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,150724,PER.16.6.24_1,San Pedro de Casta,18.89999962
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,150725,PER.16.6.25_1,San Pedro de Huancayre,9.399999619
LIMA,HUAROCHIRI,SANGALLAYA,150726,PER.16.6.26_1,Sangallaya,22.89999962
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,150727,PER.16.6.27_1,Santa Cruz de Cocachacra,5
LIMA,HUAROCHIRI,SANTA EULALIA,150728,PER.16.6.28_1,Santa Eulalia,12.30000019
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,150729,PER.16.6.29_1,Santiago de Anchucaya,14.39999962
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,150730,PER.16.6.30_1,Santiago de Tuna,18.89999962
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,150731,PER.16.6.31_1,Santo Domingo de Los Olleros,18.89999962
LIMA,HUAROCHIRI,SURCO,150732,PER.16.6.32_1,Surco,18.89999962
LIMA,HUAURA,AMBAR,150802,PER.16.7.1_1,Ambar,38.5
LIMA,HUAURA,CALETA DE CARQUIN,150803,PER.16.7.2_1,Caleta de Carquin,12.39999962
LIMA,HUAURA,CHECRAS,150804,PER.16.7.3_1,Checras,25.10000038
LIMA,HUAURA,HUACHO,150801,PER.16.7.4_1,Huacho,7
LIMA,HUAURA,HUALMAY,150805,PER.16.7.5_1,Hualmay,12.39999962
LIMA,HUAURA,HUAURA,150806,PER.16.7.6_1,Huaura,15
LIMA,HUAURA,LEONCIO PRADO,150807,PER.16.7.7_1,Leoncio Prado,22.39999962
LIMA,HUAURA,PACCHO,150808,PER.16.7.8_1,Paccho,25.10000038
LIMA,HUAURA,SANTA LEONOR,150809,PER.16.7.9_1,Santa Leonor,22.39999962
LIMA,HUAURA,SANTA MARIA,150810,PER.16.7.10_1,Santa Maria,14.89999962
LIMA,HUAURA,SAYAN,150811,PER.16.7.11_1,Sayan,18.29999924
LIMA,HUAURA,VEGUETA,150812,PER.16.7.12_1,Vegueta,18.89999962
LIMA,LIMA,ANCON,150102,PER.15.1.1_1,Ancon,19.20000076
LIMA,LIMA,ATE,150103,PER.15.1.2_1,Ate,17.20000076
LIMA,LIMA,CARABAYLLO,150106,PER.15.1.5_1,Carabayllo,19.20000076
LIMA,LIMA,CHORRILLOS,150108,PER.15.1.7_1,Chorrillos,11.60000038
LIMA,LIMA,CIENEGUILLA,150109,PER.15.1.8_1,Cieneguilla,17.5
LIMA,LIMA,COMAS,150110,PER.15.1.9_1,Comas,16
LIMA,LIMA,EL AGUSTINO,150111,PER.15.1.10_1,El Agustino,16.70000076
LIMA,LIMA,LA MOLINA,150114,PER.15.1.13_1,La Molina,1.200000048
LIMA,LIMA,LOS OLIVOS,150117,PER.15.1.17_1,Los Olivos,7.900000095
LIMA,LIMA,LURIGANCHO-CHOSICA,150118,PER.15.1.18_1,Lurigancho,18.20000076
LIMA,LIMA,LURIN,150119,PER.15.1.19_1,Lurin,18.29999924
LIMA,LIMA,PACHACAMAC,150123,PER.15.1.23_1,Pachacamac,20
LIMA,LIMA,PUCUSANA,150124,PER.15.1.24_1,Pucusana,23.70000076
LIMA,LIMA,PUENTE PIEDRA,150125,PER.15.1.25_1,Puente Piedra,22.70000076
LIMA,LIMA,PUNTA HERMOSA,150126,PER.15.1.26_1,Punta Hermosa,19.20000076
LIMA,LIMA,PUNTA NEGRA,150127,PER.15.1.27_1,Punta Negra,14.30000019
LIMA,LIMA,SAN BARTOLO,150129,PER.15.1.29_1,San Bartolo,13.30000019
LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,PER.15.1.32_1,San Juan de Lurigancho,17.70000076
LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,PER.15.1.33_1,San Juan de Miraflores,15.19999981
LIMA,LIMA,SAN MARTIN DE PORRES,150135,PER.15.1.35_1,San Martin de Porres,10.30000019
LIMA,LIMA,SANTA MARIA DEL MAR,150138,PER.15.1.38_1,Santa Maria del Mar,7.099999905
LIMA,LIMA,VILLA EL SALVADOR,150142,PER.15.1.42_1,Villa El Salvador,20.20000076
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,PER.15.1.43_1,Villa Maria del Triunfo,16.79999924
LIMA,OYON,ANDAJES,150902,PER.16.8.1_1,Andajes,17.29999924
LIMA,OYON,CAUJUL,150903,PER.16.8.2_1,Caujul,21
LIMA,OYON,COCHAMARCA,150904,PER.16.8.3_1,Cochamarca,51.5
LIMA,OYON,NAVAN,150905,PER.16.8.4_1,Navan,21
LIMA,OYON,OYON,150901,PER.16.8.5_1,Oyon,22.10000038
LIMA,OYON,PACHANGARA,150906,PER.16.8.6_1,Pachangara,17.29999924
LIMA,YAUYOS,ALIS,151002,PER.16.9.1_1,Alis,15.10000038
LIMA,YAUYOS,ALLAUCA,151003,PER.16.9.2_1,Ayauca,24.29999924
LIMA,YAUYOS,AYAVIRI,151004,PER.16.9.3_1,Ayaviri,18.70000076
LIMA,YAUYOS,AZANGARO,151005,PER.16.9.4_1,Azangaro,37.09999847
LIMA,YAUYOS,CACRA,151006,PER.16.9.5_1,Cacra,33.70000076
LIMA,YAUYOS,CARANIA,151007,PER.16.9.6_1,Carania,28.70000076
LIMA,YAUYOS,CATAHUASI,151008,PER.16.9.7_1,Catahuasi,16.39999962
LIMA,YAUYOS,CHOCOS,151009,PER.16.9.8_1,Chocos,37.09999847
LIMA,YAUYOS,COCHAS,151010,PER.16.9.9_1,Cochas,16.39999962
LIMA,YAUYOS,COLONIA,151011,PER.16.9.10_1,Colonia,24.29999924
LIMA,YAUYOS,HONGOS,151012,PER.16.9.11_1,Hongos,28.70000076
LIMA,YAUYOS,HUAMPARA,151013,PER.16.9.12_1,Huampara,7
LIMA,YAUYOS,HUANCAYA,151014,PER.16.9.13_1,Huancaya,11.89999962
LIMA,YAUYOS,HUAÑEC,151017,PER.16.9.14_1,Huañec,18.70000076
LIMA,YAUYOS,HUANGASCAR,151015,PER.16.9.15_1,Huangascar,28.70000076
LIMA,YAUYOS,HUANTAN,151016,PER.16.9.16_1,Huantan,28.70000076
LIMA,YAUYOS,LARAOS,151018,PER.16.9.17_1,Laraos,18.10000038
LIMA,YAUYOS,LINCHA,151019,PER.16.9.18_1,Lincha,51.70000076
LIMA,YAUYOS,MADEAN,151020,PER.16.9.19_1,Madean,37.09999847
LIMA,YAUYOS,MIRAFLORES,151021,PER.16.9.20_1,Miraflores,18.10000038
LIMA,YAUYOS,OMAS,151022,PER.16.9.21_1,Omas,15.10000038
LIMA,YAUYOS,PUTINZA,151023,PER.16.9.22_1,Putinza,24.29999924
LIMA,YAUYOS,QUINCHES,151024,PER.16.9.23_1,Quinches,34.59999847
LIMA,YAUYOS,QUINOCAY,151025,PER.16.9.24_1,Quinocay,15.10000038
LIMA,YAUYOS,SAN JOAQUIN,151026,PER.16.9.25_1,San Joaquin,5.900000095
LIMA,YAUYOS,SAN PEDRO DE PILAS,151027,PER.16.9.26_1,San Pedro de Pilas,15.10000038
LIMA,YAUYOS,TANTA,151028,PER.16.9.27_1,Tanta,18.70000076
LIMA,YAUYOS,TAURIPAMPA,151029,PER.16.9.28_1,Tauripampa,11.89999962
LIMA,YAUYOS,TOMAS,151030,PER.16.9.29_1,Tomas,34.59999847
LIMA,YAUYOS,TUPE,151031,PER.16.9.30_1,Tupe,33.70000076
LIMA,YAUYOS,VIÑAC,151032,PER.16.9.31_1,Viñac,32.09999847
LIMA,YAUYOS,VITIS,151033,PER.16.9.32_1,Vitis,7.5
LIMA,YAUYOS,YAUYOS,151001,PER.16.9.33_1,Yauyos,25.39999962
LORETO,ALTO AMAZONAS,BALSAPUERTO,160202,PER.17.1.1_1,Balsapuerto,53.40000153
LORETO,ALTO AMAZONAS,JEBEROS,160205,PER.17.1.4_1,Jeberos,36.09999847
LORETO,ALTO AMAZONAS,LAGUNAS,160206,PER.17.1.5_1,Lagunas,43.90000153
LORETO,ALTO AMAZONAS,SANTA CRUZ,160210,PER.17.1.9_1,Santa Cruz,43.90000153
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,160211,PER.17.1.10_1,Teniente Cesar Lopez Rojas,33
LORETO,ALTO AMAZONAS,YURIMAGUAS,160201,PER.17.1.11_1,Yurimaguas,31.70000076
LORETO,DATEM DEL MARAÑON,ANDOAS,160706,,,47.5
LORETO,DATEM DEL MARAÑON,BARRANCA,160701,PER.17.1.2_1,Barranca,38.09999847
LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702,PER.17.1.3_1,Cahuapanas,51.20000076
LORETO,DATEM DEL MARAÑON,MANSERICHE,160703,PER.17.1.6_1,Manseriche,49.5
LORETO,DATEM DEL MARAÑON,MORONA,160704,PER.17.1.7_1,Morona,40.09999847
LORETO,DATEM DEL MARAÑON,PASTAZA,160705,PER.17.1.8_1,Pastaza,43
LORETO,LORETO,NAUTA,160301,PER.17.2.1_1,Nauta,41.59999847
LORETO,LORETO,PARINARI,160302,PER.17.2.2_1,Parinari,49.09999847
LORETO,LORETO,TIGRE,160303,PER.17.2.3_1,Tigre,50.79999924
LORETO,LORETO,TROMPETEROS,160304,PER.17.2.4_1,Trompeteros,36.79999924
LORETO,LORETO,URARINAS,160305,PER.17.2.5_1,Urarinas,50.09999847
LORETO,MARISCAL RAMON CASTILLA,PEBAS,160402,PER.17.3.1_1,Pebas,49.79999924
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,160401,PER.17.3.2_1,Ramon Castilla,36.90000153
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,160404,PER.17.3.3_1,San Pablo,48.70000076
LORETO,MARISCAL RAMON CASTILLA,YAVARI,160403,PER.17.3.4_1,Yavari,46.09999847
LORETO,MAYNAS,SAN JUAN BAUTISTA,160113,,,21.20000076
LORETO,MAYNAS,ALTO NANAY,160102,PER.17.4.1_1,Alto Nanay,48.59999847
LORETO,MAYNAS,BELEN,160112,PER.5.9.1_1,Belen,26.5
LORETO,MAYNAS,FERNANDO LORES,160103,PER.17.4.2_1,Fernando Lores,49.20000076
LORETO,MAYNAS,INDIANA,160104,PER.17.4.3_1,Indiana,50
LORETO,MAYNAS,IQUITOS,160101,PER.17.4.4_1,Iquitos,8.600000381
LORETO,MAYNAS,LAS AMAZONAS,160105,PER.17.4.5_1,Las Amazonas,50.79999924
LORETO,MAYNAS,MAZAN,160106,PER.17.4.6_1,Mazan,51.29999924
LORETO,MAYNAS,NAPO,160107,PER.17.4.7_1,Napo,48.20000076
LORETO,MAYNAS,PUNCHANA,160108,PER.17.4.8_1,Punchana,19.5
LORETO,MAYNAS,TORRES CAUSANA,160110,PER.17.4.10_1,Torres Causana,47.90000153
LORETO,REQUENA,ALTO TAPICHE,160502,PER.17.5.1_1,Alto Tapiche,53.79999924
LORETO,REQUENA,CAPELO,160503,PER.17.5.2_1,Capelo,56.59999847
LORETO,REQUENA,EMILIO SAN MARTIN,160504,PER.17.5.3_1,Emilio San Martin,54.20000076
LORETO,REQUENA,JENARO HERRERA,160510,PER.17.5.4_1,Jenaro Herrera,51.20000076
LORETO,REQUENA,MAQUIA,160505,PER.17.5.5_1,Maquia,53.20000076
LORETO,REQUENA,PUINAHUA,160506,PER.17.5.6_1,Puinahua,42.40000153
LORETO,REQUENA,REQUENA,160501,PER.17.5.7_1,Requena,43.20000076
LORETO,REQUENA,SAQUENA,160507,PER.17.5.8_1,Saquena,52.70000076
LORETO,REQUENA,SOPLIN,160508,PER.17.5.9_1,Soplin,48.20000076
LORETO,REQUENA,TAPICHE,160509,PER.17.5.10_1,Tapiche,42.40000153
LORETO,REQUENA,YAQUERANA,160511,PER.17.4.11_1,Yaquerana,48.5
LORETO,UCAYALI,CONTAMANA,160601,PER.17.6.1_1,Contamana,33.40000153
LORETO,UCAYALI,INAHUAYA,160602,PER.17.6.2_1,Inahuaya,23.5
LORETO,UCAYALI,PADRE MARQUEZ,160603,PER.17.6.3_1,Padre Marquez,52.5
LORETO,UCAYALI,PAMPA HERMOSA,160604,PER.17.6.4_1,Pampa Hermosa,51.79999924
LORETO,UCAYALI,SARAYACU,160605,PER.17.6.5_1,Sarayacu,50.5
LORETO,UCAYALI,VARGAS GUERRA,160606,PER.17.6.6_1,Vargas Guerra,47.79999924
MADRE DE DIOS,MANU,HUEPETUHE,170204,,,6.800000191
MADRE DE DIOS,MANU,FITZCARRALD,170202,PER.18.1.1_1,Fitzcarrald,16.89999962
MADRE DE DIOS,MANU,MADRE DE DIOS,170203,PER.18.1.2_1,Madre de Dios,1.899999976
MADRE DE DIOS,MANU,MANU,170201,PER.18.1.3_1,Manu,10.80000019
MADRE DE DIOS,TAHUAMANU,IBERIA,170302,PER.18.2.1_1,Iberia,7.599999905
MADRE DE DIOS,TAHUAMANU,IÑAPARI,170301,PER.18.2.2_1,Iñapari,2.099999905
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,170303,PER.18.2.3_1,Tahuamanu,3.400000095
MADRE DE DIOS,TAMBOPATA,INAMBARI,170102,PER.18.3.1_1,Inambari,5.699999809
MADRE DE DIOS,TAMBOPATA,LABERINTO,170104,PER.18.3.2_1,Laberinto,9.899999619
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,170103,PER.18.3.3_1,Las Piedras,4.800000191
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101,PER.18.3.4_1,Tambopata,4.800000191
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,180202,PER.19.1.1_1,Chojata,24.29999924
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,180203,PER.19.1.2_1,Coalaque,17.10000038
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,180204,PER.19.1.3_1,Ichuña,34.40000153
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,180205,PER.19.1.4_1,La Capilla,17.10000038
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,180206,PER.19.1.5_1,Lloque,24.29999924
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,180207,PER.19.1.6_1,Matalaque,30
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,180201,PER.19.1.7_1,Omate,7.5
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,180208,PER.19.1.8_1,Puquina,17.10000038
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,180209,PER.19.1.9_1,Quinistaquillas,10.10000038
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,180210,PER.19.1.10_1,Ubinas,24.29999924
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,180211,PER.19.1.11_1,Yunga,24.29999924
MOQUEGUA,ILO,EL ALGARROBAL,180302,PER.19.2.1_1,El Algarrobal,8.899999619
MOQUEGUA,ILO,ILO,180301,PER.19.2.2_1,Ilo,6.199999809
MOQUEGUA,ILO,PACOCHA,180303,PER.19.2.3_1,Pacocha,1
MOQUEGUA,MARISCAL NIETO,CARUMAS,180102,PER.19.3.1_1,Carumas,26.5
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,180103,PER.19.3.2_1,Cuchumbaya,26.5
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,PER.19.3.3_1,Moquegua,7
MOQUEGUA,MARISCAL NIETO,SAMEGUA,180104,PER.19.3.4_1,Samegua,5.199999809
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,180105,PER.19.3.5_1,San Cristobal,39.90000153
MOQUEGUA,MARISCAL NIETO,TORATA,180106,PER.19.3.6_1,Torata,6.099999905
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,190202,PER.20.1.1_1,Chacayan,53.70000076
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,190203,PER.20.1.2_1,Goyllarisquizga,53.5
PASCO,DANIEL ALCIDES CARRION,PAUCAR,190204,PER.20.1.3_1,Paucar,52.59999847
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,190205,PER.20.1.4_1,San Pedro de Pillao,48.79999924
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,190206,PER.20.1.5_1,Santa Ana de Tusi,72.19999695
PASCO,DANIEL ALCIDES CARRION,TAPUC,190207,PER.20.1.6_1,Tapuc,49.5
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,190208,PER.20.1.7_1,Vilcabamba,44.70000076
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,190201,PER.20.1.8_1,Yanahuanca,46.29999924
PASCO,OXAPAMPA,CONSTITUCION,190308,,,36.59999847
PASCO,OXAPAMPA,CHONTABAMBA,190302,PER.20.2.1_1,Chontabamba,21.29999924
PASCO,OXAPAMPA,HUANCABAMBA,190303,PER.20.2.2_1,Huancabamba,33.40000153
PASCO,OXAPAMPA,OXAPAMPA,190301,PER.20.2.3_1,Oxapampa,21.29999924
PASCO,OXAPAMPA,PALCAZU,190304,PER.20.2.4_1,Palcazu,37.59999847
PASCO,OXAPAMPA,POZUZO,190305,PER.20.2.5_1,Pozuzo,36.5
PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306,PER.20.2.6_1,Puerto Bermudez,47.79999924
PASCO,OXAPAMPA,VILLA RICA,190307,PER.20.2.7_1,Villa Rica,30
PASCO,PASCO,CHAUPIMARCA,190101,PER.20.3.1_1,Chaupimarca,24.60000038
PASCO,PASCO,HUACHON,190102,PER.20.3.2_1,Huachon,47.59999847
PASCO,PASCO,HUARIACA,190103,PER.20.3.3_1,Huariaca,37.79999924
PASCO,PASCO,HUAYLLAY,190104,PER.20.3.4_1,Huayllay,22.79999924
PASCO,PASCO,NINACACA,190105,PER.20.3.5_1,Ninacaca,46.90000153
PASCO,PASCO,PALLANCHACRA,190106,PER.20.3.6_1,Pallanchacra,55.29999924
PASCO,PASCO,PAUCARTAMBO,190107,PER.20.3.7_1,Paucartambo,47.09999847
PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,190108,PER.20.3.8_1,San Fco.De Asis de Yarusyacan,46.59999847
PASCO,PASCO,SIMON BOLIVAR,190109,PER.20.3.9_1,Simon Bolivar,26.89999962
PASCO,PASCO,TICLACAYAN,190110,PER.20.3.10_1,Ticlacayan,54.59999847
PASCO,PASCO,TINYAHUARCO,190111,PER.20.3.11_1,Tinyahuarco,19.29999924
PASCO,PASCO,VICCO,190112,PER.20.3.12_1,Vicco,30.10000038
PASCO,PASCO,YANACANCHA,190113,PER.20.3.13_1,Yanacancha,18.70000076
PIURA,AYABACA,AYABACA,200201,PER.21.1.1_1,Ayabaca,53
PIURA,AYABACA,FRIAS,200202,PER.21.1.2_1,Frias,61.40000153
PIURA,AYABACA,JILILI,200203,PER.21.1.3_1,Jilili,51.5
PIURA,AYABACA,LAGUNAS,200204,PER.21.1.4_1,Lagunas,68
PIURA,AYABACA,MONTERO,200205,PER.21.1.5_1,Montero,46.90000153
PIURA,AYABACA,PACAIPAMPA,200206,PER.21.1.6_1,Pacaipampa,67.19999695
PIURA,AYABACA,PAIMAS,200207,PER.21.1.7_1,Paimas,44
PIURA,AYABACA,SAPILLICA,200208,PER.21.1.8_1,Sapillica,62
PIURA,AYABACA,SICCHEZ,200209,PER.21.1.9_1,Sicchez,46.20000076
PIURA,AYABACA,SUYO,200210,PER.21.1.10_1,Suyo,35.5
PIURA,HUANCABAMBA,CANCHAQUE,200302,PER.21.2.1_1,Canchaque,35.09999847
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,PER.21.2.2_1,El Carmen de la Frontera,52.70000076
PIURA,HUANCABAMBA,HUANCABAMBA,200301,PER.21.2.3_1,Huancabamba,43.5
PIURA,HUANCABAMBA,HUARMACA,200304,PER.21.2.4_1,Huarmaca,54.20000076
PIURA,HUANCABAMBA,LALAQUIZ,200305,PER.21.2.5_1,Lalaquiz,52.09999847
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,PER.21.2.6_1,San Miguel de El Faique,43
PIURA,HUANCABAMBA,SONDOR,200307,PER.21.2.7_1,Sondor,52.90000153
PIURA,HUANCABAMBA,SONDORILLO,200308,PER.21.2.8_1,Sondorillo,55
PIURA,MORROPON,BUENOS AIRES,200402,PER.21.3.1_1,Buenos Aires,30.60000038
PIURA,MORROPON,CHALACO,200403,PER.21.3.2_1,Chalaco,50
PIURA,MORROPON,CHULUCANAS,200401,PER.21.3.3_1,Chulucanas,30.60000038
PIURA,MORROPON,LA MATANZA,200404,PER.21.3.4_1,La Matanza,38.70000076
PIURA,MORROPON,MORROPON,200405,PER.21.3.5_1,Morropon,30.60000038
PIURA,MORROPON,SALITRAL,200406,PER.21.3.6_1,Salitral,40.09999847
PIURA,MORROPON,SAN JUAN DE BIGOTE,200407,PER.21.3.7_1,San Juan de Bigote,44.70000076
PIURA,MORROPON,SANTA CATALINA DE MOSSA,200408,PER.21.3.8_1,Santa Catalina de Mossa,43.79999924
PIURA,MORROPON,SANTO DOMINGO,200409,PER.21.3.9_1,Santo Domingo,40.70000076
PIURA,MORROPON,YAMANGO,200410,PER.21.3.10_1,Yamango,54.79999924
PIURA,PAITA,AMOTAPE,200502,PER.21.4.1_1,Amotape,23.10000038
PIURA,PAITA,ARENAL,200503,PER.21.4.2_1,Arenal,14.89999962
PIURA,PAITA,COLAN,200504,PER.21.4.3_1,Colan,29.20000076
PIURA,PAITA,LA HUACA,200505,PER.21.4.4_1,La Huaca,23.10000038
PIURA,PAITA,PAITA,200501,PER.21.4.5_1,Paita,20.60000038
PIURA,PAITA,TAMARINDO,200506,PER.21.4.6_1,Tamarindo,29.20000076
PIURA,PAITA,VICHAYAL,200507,PER.21.4.7_1,Vichayal,29.20000076
PIURA,PIURA,CASTILLA,200104,PER.21.5.1_1,Castilla,16.29999924
PIURA,PIURA,CATACAOS,200105,PER.21.5.2_1,Catacaos,31.89999962
PIURA,PIURA,CURA MORI,200107,PER.21.5.3_1,Cura Mori,31.89999962
PIURA,PIURA,EL TALLAN,200108,PER.21.5.4_1,El Tallan,40.70000076
PIURA,PIURA,LA ARENA,200109,PER.21.5.5_1,La Arena,38.09999847
PIURA,PIURA,LA UNION,200110,PER.21.5.6_1,La Union,31.89999962
PIURA,PIURA,LAS LOMAS,200111,PER.21.5.7_1,Las Lomas,41.5
PIURA,PIURA,PIURA,200101,PER.21.5.8_1,Piura,9.800000191
PIURA,PIURA,TAMBO GRANDE,200114,PER.21.5.9_1,Tambo Grande,38.09999847
PIURA,SECHURA,BELLAVISTA DE LA UNION,200802,PER.21.6.1_1,Bellavista de la Union,20.60000038
PIURA,SECHURA,BERNAL,200803,PER.21.6.2_1,Bernal,33.40000153
PIURA,SECHURA,CRISTO NOS VALGA,200804,PER.21.6.3_1,Cristo Nos Valga,34.5
PIURA,SECHURA,RINCONADA LLICUAR,200806,PER.21.6.4_1,Rinconada Llicuar,25.79999924
PIURA,SECHURA,SECHURA,200801,PER.21.6.5_1,Sechura,25.79999924
PIURA,SECHURA,VICE,200805,PER.21.6.6_1,Vice,33.40000153
